meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
medium,low,medium,high,medium,low,medium,medium,low,low,medium,medium,medium,low,low,medium,medium,high,high,low,female
medium,low,medium,high,low,low,medium,medium,low,low,medium,medium,medium,low,low,medium,medium,medium,medium,low,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,low,low,medium,low,high,high,high,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,low,medium,high,medium,high,high,high,female
medium,low,medium,high,low,low,medium,medium,low,low,medium,medium,high,low,low,medium,low,high,high,medium,female
medium,low,medium,high,low,low,high,medium,low,low,medium,medium,high,low,low,medium,medium,high,high,medium,female
medium,low,medium,high,low,low,medium,medium,low,low,medium,medium,high,medium,low,low,medium,medium,medium,low,female
medium,low,medium,high,low,low,high,medium,low,low,medium,medium,high,low,low,medium,medium,medium,medium,medium,female
medium,low,medium,high,low,low,medium,medium,low,low,medium,medium,high,medium,medium,medium,medium,medium,medium,low,female
medium,low,medium,high,low,low,high,high,low,medium,medium,medium,high,high,low,high,medium,high,high,high,female
high,low,medium,high,low,low,high,medium,low,low,medium,high,high,low,low,medium,medium,high,high,low,female
medium,low,medium,high,low,low,high,medium,low,medium,medium,medium,high,low,low,medium,medium,high,high,medium,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,low,low,low,low,high,high,low,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,medium,low,low,medium,low,low,low,female
medium,low,medium,high,low,low,medium,medium,low,low,medium,medium,high,low,low,medium,low,high,high,low,female
medium,low,medium,high,low,low,high,medium,low,low,medium,medium,high,high,low,low,medium,low,low,medium,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,low,low,medium,medium,high,high,low,female
medium,low,medium,high,low,low,medium,medium,low,low,medium,medium,medium,low,low,medium,medium,high,high,high,female
medium,low,medium,high,low,low,medium,medium,low,low,medium,medium,medium,low,low,medium,medium,high,high,low,female
medium,low,medium,high,low,low,high,medium,low,medium,medium,medium,high,low,medium,low,low,low,low,medium,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,medium,low,low,medium,medium,medium,low,female
medium,low,medium,high,medium,low,medium,medium,low,low,medium,medium,high,low,medium,medium,medium,high,high,low,female
high,low,medium,high,low,low,high,high,low,low,medium,high,high,low,low,high,medium,high,high,high,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,medium,low,low,medium,medium,medium,low,female
medium,low,medium,high,medium,low,medium,medium,low,medium,medium,medium,high,medium,low,medium,medium,medium,medium,medium,female
medium,low,medium,high,low,low,high,medium,low,low,medium,medium,high,medium,medium,low,low,low,low,low,female
high,low,medium,high,low,low,medium,medium,low,low,medium,high,high,medium,low,low,medium,low,low,high,female
medium,low,medium,high,low,low,high,medium,low,low,medium,medium,high,medium,low,low,medium,low,low,medium,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,low,low,low,medium,low,low,low,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,medium,low,low,high,medium,high,high,medium,female
medium,low,medium,high,low,low,high,medium,low,medium,medium,medium,high,low,medium,low,medium,low,low,medium,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,low,low,medium,medium,high,high,high,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,medium,low,medium,high,medium,high,high,high,female
medium,low,medium,high,low,low,high,high,low,medium,medium,medium,high,low,medium,medium,medium,medium,medium,high,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,high,low,medium,medium,medium,medium,medium,female
medium,low,medium,high,low,low,medium,medium,low,low,medium,medium,high,low,medium,high,medium,high,high,high,female
medium,low,medium,high,low,low,medium,medium,low,low,medium,medium,high,medium,low,medium,medium,high,high,low,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,low,medium,low,medium,medium,medium,low,female
medium,low,medium,high,low,low,medium,medium,low,low,medium,medium,high,medium,low,medium,low,high,high,medium,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,medium,low,medium,medium,high,high,high,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,low,low,low,medium,low,low,medium,female
medium,low,medium,high,low,low,high,high,low,medium,medium,medium,high,high,low,low,medium,high,high,low,female
medium,low,medium,high,medium,low,medium,medium,low,medium,high,medium,high,low,medium,medium,medium,high,high,low,female
medium,low,medium,high,low,low,medium,low,low,low,medium,medium,high,high,medium,medium,medium,medium,medium,high,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,medium,low,medium,medium,medium,low,high,female
high,low,high,high,medium,low,high,high,low,low,high,high,high,high,low,low,medium,medium,medium,low,female
medium,low,medium,high,low,low,high,medium,low,low,medium,medium,high,high,low,high,medium,high,high,high,female
medium,low,medium,high,low,low,high,medium,low,low,medium,medium,high,medium,medium,medium,low,medium,medium,medium,female
medium,low,medium,high,low,low,high,medium,low,low,medium,medium,high,low,low,medium,medium,high,high,medium,female
medium,low,medium,high,low,low,high,high,low,medium,medium,medium,high,low,low,medium,medium,high,high,medium,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,medium,low,medium,medium,high,high,medium,female
medium,low,medium,high,low,low,medium,medium,low,low,medium,medium,high,medium,low,low,medium,low,low,high,female
medium,low,medium,high,low,low,high,high,low,medium,medium,medium,high,low,low,medium,medium,high,high,high,female
medium,low,medium,high,low,low,high,high,low,low,medium,medium,high,low,low,high,medium,high,high,high,female
high,low,medium,high,medium,low,medium,low,medium,medium,high,high,high,medium,low,medium,medium,medium,medium,high,female
high,medium,medium,high,medium,low,medium,medium,medium,medium,medium,high,medium,medium,high,high,medium,high,high,medium,female
medium,low,medium,high,medium,low,medium,medium,medium,medium,medium,medium,high,high,medium,medium,low,medium,medium,medium,female
medium,medium,low,medium,medium,medium,medium,medium,high,high,low,medium,medium,medium,high,medium,low,high,high,low,female
high,low,high,medium,high,medium,low,low,medium,medium,low,high,medium,medium,high,high,low,high,high,medium,female
medium,low,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,high,high,low,high,high,medium,female
medium,medium,medium,medium,medium,medium,low,low,high,high,high,medium,medium,medium,high,high,low,high,high,low,female
low,high,medium,low,medium,high,medium,medium,high,high,high,low,high,medium,high,high,low,high,high,medium,female
medium,high,medium,medium,medium,medium,low,low,high,high,medium,medium,medium,medium,high,high,low,high,high,low,female
medium,low,medium,medium,low,low,medium,medium,medium,medium,medium,medium,medium,high,high,high,low,high,high,low,female
medium,low,medium,medium,medium,medium,medium,high,medium,medium,medium,medium,medium,medium,high,high,medium,high,high,high,female
medium,low,medium,medium,low,low,low,low,medium,medium,medium,medium,medium,medium,medium,high,low,medium,medium,medium,female
low,medium,low,medium,low,medium,medium,medium,medium,high,low,low,medium,high,high,high,medium,medium,medium,medium,female
high,low,medium,high,medium,medium,low,low,medium,medium,medium,high,medium,medium,high,high,low,high,high,medium,female
medium,low,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,high,high,high,low,high,high,medium,female
low,medium,low,medium,low,medium,medium,medium,high,high,medium,low,medium,medium,high,high,medium,high,high,low,female
low,high,low,low,medium,high,low,low,high,high,high,low,medium,high,medium,high,low,high,high,low,female
medium,low,medium,high,low,low,medium,medium,medium,medium,medium,medium,medium,medium,high,high,medium,high,high,low,female
medium,medium,low,medium,low,medium,medium,medium,medium,high,low,medium,medium,high,medium,high,low,high,high,low,female
medium,low,medium,high,medium,medium,medium,low,low,medium,high,medium,medium,high,medium,high,low,high,high,medium,female
high,medium,high,high,high,medium,low,low,medium,medium,high,high,high,high,high,high,low,high,high,medium,female
low,medium,low,medium,low,low,medium,medium,medium,high,medium,low,medium,medium,medium,high,low,high,high,low,female
medium,high,medium,medium,medium,medium,high,high,high,high,high,medium,medium,medium,high,high,medium,high,high,medium,female
high,medium,high,high,high,medium,high,high,medium,medium,high,high,medium,high,high,high,medium,high,high,low,female
medium,low,medium,high,low,low,low,low,medium,medium,medium,medium,medium,high,high,high,low,high,high,low,female
high,low,high,high,medium,low,medium,medium,low,low,high,high,medium,high,high,medium,low,medium,medium,low,female
high,low,high,high,medium,low,medium,high,medium,medium,high,high,medium,medium,high,high,medium,high,high,low,female
medium,low,medium,medium,low,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,high,low,high,high,medium,female
high,low,high,high,high,medium,low,low,medium,medium,high,high,medium,medium,high,medium,low,medium,medium,medium,female
high,low,medium,high,medium,low,low,low,low,low,high,high,medium,high,medium,medium,low,high,high,low,female
medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,high,medium,low,high,high,low,female
medium,low,medium,medium,low,low,low,low,low,medium,medium,medium,medium,high,low,high,low,high,high,low,female
medium,high,high,medium,high,high,medium,medium,high,high,high,medium,medium,high,medium,high,low,medium,medium,low,female
medium,low,medium,high,low,low,medium,medium,low,medium,medium,medium,medium,high,medium,high,low,high,high,high,female
high,low,high,high,high,medium,low,low,low,low,high,high,medium,high,high,high,low,high,high,medium,female
high,low,high,high,high,medium,low,low,medium,medium,medium,high,medium,high,high,medium,low,medium,medium,low,female
medium,low,medium,high,low,low,medium,medium,medium,medium,medium,medium,medium,medium,high,high,low,high,high,low,female
high,low,high,high,medium,medium,medium,low,low,low,medium,high,medium,medium,high,high,low,medium,medium,high,female
low,medium,medium,medium,low,low,medium,medium,medium,high,medium,low,medium,high,high,high,low,high,high,low,female
high,low,medium,high,medium,medium,low,low,medium,medium,medium,high,medium,medium,high,medium,low,medium,medium,low,female
medium,low,medium,medium,low,low,medium,medium,low,low,low,medium,medium,high,medium,medium,low,high,high,low,female
medium,low,low,medium,low,low,medium,high,medium,medium,medium,medium,medium,medium,medium,high,low,high,high,low,female
medium,high,high,low,high,high,medium,medium,high,high,high,medium,medium,high,high,high,low,high,high,low,female
medium,low,medium,medium,low,low,medium,medium,low,low,medium,medium,medium,high,high,high,low,high,high,low,female
medium,low,medium,medium,low,low,high,high,low,low,medium,medium,medium,medium,high,high,low,high,high,low,female
medium,low,medium,high,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,high,high,low,high,high,low,female
medium,low,medium,high,medium,low,low,low,medium,medium,high,medium,medium,medium,high,high,low,high,high,medium,female
medium,high,medium,medium,medium,medium,medium,medium,high,high,medium,medium,medium,medium,medium,high,medium,high,high,low,female
high,high,high,high,high,medium,medium,medium,high,high,high,high,high,high,medium,medium,low,high,high,low,female
high,low,medium,high,high,medium,high,high,low,low,medium,high,high,medium,high,high,low,high,high,medium,female
medium,medium,medium,medium,medium,medium,low,low,high,medium,low,medium,medium,medium,high,high,medium,high,high,medium,female
low,high,low,low,low,high,low,low,high,high,medium,low,medium,medium,high,high,low,high,high,medium,female
high,low,high,high,medium,low,medium,medium,low,low,high,high,medium,medium,high,high,medium,high,high,medium,female
high,low,medium,high,medium,low,medium,low,low,low,medium,high,medium,high,medium,high,medium,high,high,medium,female
medium,low,medium,medium,low,low,medium,medium,medium,medium,medium,medium,medium,high,high,high,low,high,high,medium,female
